reference_answer,answer,score
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The steps of the hypothesis verification are as follows:
1. Identification of the problem and formulation of the demand;
2. Translation of demand into statistical terms, then identify the statistics that can solve the problem;
3. Definition of the null hypothesis;
4. Definition of alternative hypothesis;
5. Selection of random sample;
6. Calculation of test statistics;
7. Comparison of the value of the test statistic with the theoretical values of the waste/non-waste zones;
7b. Calculation of p-value and comparison with theoretical values;
8. Decide whether or not to reject the hypothesis nothing.",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The steps to be taken to carry out a hypothetical verification are eight. 

	* The first step is to identify the problem and formulate the question that you want to verify. 
	* The second step is to formulate the question in statistical terms, i.e. to identify the statistics that can solve the problem. 
	* The third step is to define the null hypothesis. 
	* The fourth step is to propose an alternative hypothesis. 
	* The fifth step is to select the random sample by collecting empirical evidence. 
	* The sixth step is to calculate the test statistics. 
	* The seventh step is that of the rule of decision. You have to decide whether or not to reject the hypothesis nothing. Then you have to compare the value of the test statistic with a certain threshold or you have to calculate the p-value. 
	* The last step, that is the eighth, is to decide whether to reject the hypothesis nothing. ",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The steps of the hypothesis verification are 8.                                                                                              The first is to identify the problem and to formulate the question that is being asked.        The second step is to formulate the question in statistical terms: to identify the statistics that can solve the problem.                                                                                                           The third step consists in proposing the null hypothesis; the fourth step consists in proposing the alternative hypothesis; the fifth step allows to select the random sample; the sixth step calculates the test statistic; the seventh step compares the test statistic value with the theoretical values that separate the acceptance zone from the rejection zone or calculates the p-value and compares it with the theoretical values; finally, the eighth step consists in deciding whether to reject the null hypothesis. ",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","1- Form the question and identify the problem to be examined.

2-Formulate demand in statistical terms 

3-Formular The Nothing Hypothesis 

4-Formulate alternative hypothesis

5- Decide the test statistics to be used 

6-Submit the zero hypothesis to the test statistic 

7-Calculate P-Value 

8- Decide whether to reject the hypothesis nothing, according to p-value. ",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","With the verification of the hypotheses it is decided whether or not to reject the hypothesis. The first step is to identify the problem and to formulate the question that you want to verify, to formulate the question in statistical terms and to decide which statistics can solve the problem. Propose the hypothesis nothing, propose the alternative hypothesis, select the random sample, calculate the statistical test, rule of decision and decide whether to reject the hypothesis nothing.",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","We begin by identifying the problem and formulating the question that we want to find; then we have to formulate the question in statistical terms that is to identify the statistics that can solve the problem. As a third point we must propose the hypothesis that nothing should follow, we must propose the alternative hypothesis. In the fifth point you have to select the random sample then calculate the test statistic and follow the rule of decision that is divided in A compare the value of the statistic with the theoretical values that separate the acceptance zone from that of refusal or in B calculate value and compare it with the theoretical values, as last point you have to decide to compare the hypothesis nothing.",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","1. Identify the problem and formulate the question you want to check.

2. Forming the question in statistical terms: identifying the statesman who can solve the problem 

3. Propose the null hypothesis (Ho)

4. propose alternative hypothesis. (H1)

5. Select the causal sample.

6. calculate the test statistics, a quantity calculated on observed data, which summarizes the information carried out by the sample for the purposes of inference.

7. rule of decision: a. compare the value of the test statistic with the theoretical values that separate the acceptance zone from the rejection zone (s). Or b. calculate p-value and compare it with theoretical values.

8. decide whether to reject the hypothesis nothing.",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","* Organize the data,
	* formulate the hypothesis,
	* choice of test statistic (which is used to decide whether the observed sample leads to ascertaining or rejecting a null hypothesis),
	* choice of level of significance,
	* determining the waste area,
	* Final decision.",30.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The steps of the hypothesis verification are:  

1. The identification of the problem and the formulation of the question to be verified 

2. formulation of demand with statistical terms

3. Propose the hypothesis nothing 

4. propose alternative hypothesis 

5. Select the random sample 

6. Calculate the statistics 

7. decide whether to reject the hypothesis nothing",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The statistical hypothesis is a statement that concerns a population parameter and is called simple (nothing) if the parameter is assigned a single value, compound (alternative) if it is assigned + values. With the hypothesis verification it is decided whether to reject the hypothesis nothing on the basis of the test statistics: difference between the assumed value under the hypothesis nothing and what is observed on the sample. Steps are:

1-identify the problem by formulating the application to be verified

2-identify the statistics with which to solve the problem

3- propose the null hypothesis

4-propose alternative hypothesis (average hypothesis, average comparison, proportion hypothesis, ratio comparison)

5- collect empirical evidence (random sample)

6-calculate the test statistics: it is a sample statistics because it is calculated from the sample data; its formula is: statistics of interest - assumed parameter / standard error of the interest statistics

7-rule of decision calculating the p-value and then comparing it with the theoretical values: the p-value said level of probability or significance observed is the probability of observing a value of the statistical test equal to or greater than the value obtained by the sample, under the hypothesis nothing. It tells us how far away we are from the hypothesis in fact nothing less is the value of p-value, the stronger the evidence against the hypothesis nothing.

8-decide whether to reject the null hypothesis: it refuses when the p-value is less than the level of nominal alpha significance because it is said that the ""test is significant"" or ""there is sufficient empirical evidence against the null hypothesis.""",70.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The verification of hypotheses is primarily to identify the problem and to formulate the question to which we want to answer; therefore, this question is formulated in statistical terms, that is to say, the statistics that can solve the problem. The hypothesis is therefore formulated as nothing, i.e. the hypothesis that you want to verify, usually expressed as a simple hypothesis (the hypothesis of equality); the alternative hypothesis is formulated, usually expressed as a composite one-way or two-way hypothesis (equality/major/minor).
The right is a random sample from the generating population, and statistics apply to it. Once these steps have been carried out, the statistical test and the value are calculated, and, according to the results, the separation between what was assumed and what results from empirical studies is analyzed. So, finally, you decide whether to refuse or not to reject the hypothesis nothing. It is important to follow general rules so as not to make mistakes in the final evaluation: in particular, the statistical tests are formulated in such a way as to minimize the error of the first species, that is to say to reject the hypothesis nothing when it is true (for example to condemn an innocent), considered the most serious error and corresponding to the probability ""alpha,"" and to keep under control the error of the second species, that is not to reject the hypothesis nothing when it is false (not to condemn a guilty person), which corresponds to the probability ""beta.""",70.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The Steps of the Hypothesis Verification are:

	* Identification of the problem and formulate the question that you want to verify
	* Form the question in statistical terms or identify the type of statistics that may be useful for solving the problem
	* propose a zero hypothesis
	* propose alternative hypothesis
	* select random sample
	* Calculate test statistics
	* Rule of decision (compare the value of the test statistic with the theoretical values that separate the acceptance zone from that or those of refusal) or (calculate the p-value and compare it with the theoretical values)
	* Decide whether to refuse or accept the null hypothesis",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The theory of testing allows us to outline a rule of decision and limits to avoid running into wrong decisions, the error that can be made frequently lies in rejecting a certain hypothesis

So there is the decision so there is no refusal where the real state can be correct decision so nothing hypothesis as true or error of second species nothing and false hypothesis, and the refusal error of second species nothing hypothesis is true, correct decision hypothesis therefore nothing is false. the probability is called the level of significance of the test, and the probability also indicates us a fixed process therefore a standard level reducing the error of second species that can be committed in the test then assimilating its power.",9.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The hypothesis verification process consists of several steps:

1) Identify the problem and formulate the question that you want to verify.

2)Formulate the demand in statistical terms, identify the statistics that can solve the problem.

3) Propose the hypothesis nothing.

4) Propose alternative hypothesis.

5)Select random sample.

6)Tell test statistics, i.e. sample statistics from sample data.

7)Rule of decision, which includes: compare the value of the test statistic with theoretical values that separate the acceptance and rejection zones and calculate the p-value and compare it with the theoretical values.

8) Decide whether or not to reject the hypothesis nothing.",41.0
"The statistical hypothesis is a hypothesis that is made on a parameter of the population that leads to the identification of a statistical rule that makes to decide whether to refuse or not to reject the hypothesis made.

There are several steps in the verification of the hypotheses:

1- identify the problem and formulate the question you want to see;

2. to formulate the question in statistical terms: to identify the statistics that can solve the problem;

3. propose the null hypothesis, i.e. the hypothesis checked;

4- propose the alternative hypothesis, i.e. the opposite hypothesis,

5- select the random sample;

6- calculate the test statistics, which can be calculated from the sample data as it is a sample statistics;

7- rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s);

or

(b) calculate the p-value and compare it with the theoretical values. The p-value is used to calculate how far away we are from the nothing hypothesis, the smaller and the more distant we are.

If the p-value is:

- less than 0.01 there is strong empirical evidence against the null hypothesis, so I refuse the null hypothesis at the level of significance of 1%

- less than 0.05 there is empirical evidence against the null hypothesis, so I refuse the zero hypothesis at the level of 5% significance;

- less than 0.1 there is a weak empirical evidence against the sposi nulla, therefore I refuse the hypothesis nothing at the level of significance of 10%;

- more than 0.1 there is no empirical evidence against the hypothesis nothing, therefore I refuse the hypothesis nothing;

8- decide whether to reject the hypothesis nothing. In the event that the null hypothesis is rejected it is said that the test is significant, i.e. when the empirical evidence is contrary to the null hypothesis.","The hypothesis verification process consists of several steps.

1) identify the problem and formulate the question that you want to verify

2) to formulate the question in statistical terms: to identify the statistics that can solve the problem

3) propose the null hypothesis

4) suggest alternative hypothesis 

5) select the random sample

6) Calculate test statistics i.e. calculate sample statistics from sample data

7. rule of decision:

(a) compare the value of the test statistic with the theoretical values separating the acceptance zone from the rejection zone (s)

b) calculate p-value and compare it with theoretical values

8) decide whether or not to reject the hypothesis null ",59.0
