question,reference_answer,answer,score,dataset,normalized_score,normalized_score2,bert_length,indobert_length,albert_length,longformer_length,multibert_length,indoalbert_length
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,do ... while statements evaluate whether or not to loop after running the block contained within it at least once. So the main differance is that while statements have a possibility of never being used. Do ... while statements on the other hand are always run at least once before evaluating whether to run again.,5.0,sag,1.0,100,107,138,112,100,115,140
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"The main difference between a while and a do ... while loop is that the do ... while loop always cycles through the loop at least once, but the while loop does not always do so.",5.0,sag,1.0,100,86,108,90,79,90,110
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,While loop used to execute a block of code as long as some condition is true. A do ... while loop used to execute a block of code as long as some condition is satisfied. The difference between while and do ... while is while loop tests its condition before the execution of its contents and the do ... while loop tests its condition after the execution of its contents at least once.,5.0,sag,1.0,100,126,159,131,117,135,161
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"The termination condition of a do ... while statement is usually at the end of the loop so it will run at least once. As for the while statement, if the condition is false to begin with, then the loop will never run.",5.0,sag,1.0,100,93,112,96,88,98,115
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,A while loop will check the statement to make sure it is true before executing. A do while loop will execute before checking the statement to see if it should run again.,5.0,sag,1.0,100,78,96,80,75,87,98
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"A while statement will test the condition of the while loop FIRST there is a chance the loop will never run. A do ... while loop will ALWAYS run once, and then the while test will determine if it will run again.",5.0,sag,1.0,100,91,109,94,86,99,111
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,a do while loop always executes once. A while loop 's conditional statement has to be true for it to run.,5.0,sag,1.0,100,69,84,72,65,75,86
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"WHILE statement-The condition is checked for validity, then is repeated until the conditon is false. Do ... WHILE statement --The code is performed at least once then checked for valid condition. Will continue to",5.0,sag,1.0,100,89,111,93,84,100,113
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"while statements will evaluate the statement BEFORE executing a cycle of the loop, including the first cycle, meaning that a while loop will not always execute. A do ... while will run evaluate the statement AFTER running through a cycle of the loop, ensuring that the loop always executes at least one time.",5.0,sag,1.0,100,105,133,110,99,123,135
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,The main difference between a do and a do ... while statement is in a do ... while statement is the statements in a do block are always executed atleast once. The while statement will only execute if its condition is true.,5.0,sag,1.0,100,94,115,98,87,100,117
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,The loop of a do ... while statement always executes once.,4.5,sag,0.9,90,59,72,62,53,64,74
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"a while statement will only process if the statement is met, while a do ... while will always process once, then only continue if the statement is met.",5.0,sag,1.0,100,77,92,80,72,81,94
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"Do ... while runs the embedded code at least once, the do command does not necessarily",4.0,sag,0.8,80,63,85,66,58,68,87
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"While tests for true first before running, do ... while runs once first before checking.",5.0,sag,1.0,100,63,80,66,58,68,82
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,A do ... while statement 's body always executes at least once. Where as a while statement will not execute at all unless the condition for the while is true.,5.0,sag,1.0,100,80,98,84,74,87,100
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,The statements within the block of the do while loop will always be executed at least once regardless of the conditions. Whereas the while loops may never be executed if the conditions are not met.,5.0,sag,1.0,100,81,106,83,78,87,108
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"a do ... while loop will always run through once, while an while loop performs a test before running through the loop.",5.0,sag,1.0,100,70,86,73,65,74,88
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,A while statement tests the condition before it can start. A do ... while statement loops through once before the condition is tested.,5.0,sag,1.0,100,71,88,74,66,76,90
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"A while loop terminates at the beginning of the loop, a do or while terminates at the end of the loop.",3.5,sag,0.7,70,67,83,71,66,73,86
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,the loop body always executes at least once,3.5,sag,0.7,70,53,66,55,49,58,68
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"While loop evaluates its expression at the top of its loop and decides if it needs to execute, and the do-while always executes at least once and then evaluates its expression at the bottom of its loop.",5.0,sag,1.0,100,88,109,92,82,97,111
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,A do ... while statement will always execute the do piece of code at least once before checking the condition. A while statement will always check the condition first.,5.0,sag,1.0,100,77,94,80,72,84,96
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"A do-while passes atleast 1 time before checking the condition, however, a while would fail to enter the loop if the condition fails in its first place.",5.0,sag,1.0,100,78,96,80,75,84,98
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"a while loop checks if the condition is true or not first, if it was true, it excutes the statement. a do .. while loop executes the statement before it checks the condition. if the condition was true it would excute the statement again. so a do ... while loop would excute the statement atleast once.",5.0,sag,1.0,100,116,135,122,108,123,137
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,NO ANSWER,0.0,sag,0.0,0,46,57,48,45,53,60
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"A do ... while loop will always execute atleast once, a while loop may never execute depending on teh conditions.",5.0,sag,1.0,100,71,88,74,66,78,90
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"a while loop is pre-checkit checks the condition statement before it executes the code within the while blocka do while loop is post-checkit checks the condition AFTER the block executes, it runs at least once no matter what the condition statement is",5.0,sag,1.0,100,96,117,98,91,105,119
What is the main difference between a while and a do ... while statement?,The block inside a do ... while statement will execute at least once.,"What is the main difference between a while and a do ... while statement? The do while construct consists of a block of code and a condition. First, the code within the block is executed, and then the condition is evaluated, this is done until it is proven false. The difference between the While loop is it tests the condition before the code within the block is executed.",5.0,sag,1.0,100,121,155,124,116,127,157
What is typically included in a class definition?,Data membersattributesand member functions.,"For us it is usually a set, get, and displayMessge or other messages that tell you what properties a class has but does not reveal its implementations. You could have anything you want in your own class definition.",2.0,sag,0.4,40,75,93,75,73,77,95
What is typically included in a class definition?,Data membersattributesand member functions.,The attributes of said class. Also whether or not it is a subclass. Also whether it is public private or protected.,4.0,sag,0.8,80,55,69,54,53,59,71
What is typically included in a class definition?,Data membersattributesand member functions.,Information telling the compiler what data members and member functions belong to the class.,5.0,sag,1.0,100,45,58,44,44,47,60
What is typically included in a class definition?,Data membersattributesand member functions.,"Since class is user defined, the body of the declaration can contain members, that can be either data or function declarations, and optionally access specifiers. Example for specifiers would be public, private, and protected. There is the keyword Class and the Class body is enclosed with brackets .",5.0,sag,1.0,100,90,117,92,86,99,119
What is typically included in a class definition?,Data membersattributesand member functions.,An object and data.,2.0,sag,0.4,40,35,43,34,34,36,45
What is typically included in a class definition?,Data membersattributesand member functions.,"It is specific class name, includes only information defined by that class ... implementation details ... etc.",3.0,sag,0.6,60,53,67,54,48,54,69
What is typically included in a class definition?,Data membersattributesand member functions.,data members and member functions.,5.0,sag,1.0,100,36,46,35,35,37,48
What is typically included in a class definition?,Data membersattributesand member functions.,A class definition usually contains the function and its data members,5.0,sag,1.0,100,41,54,40,40,42,56
What is typically included in a class definition?,Data membersattributesand member functions.,Data members and member functions,5.0,sag,1.0,100,35,45,34,34,36,47
What is typically included in a class definition?,Data membersattributesand member functions.,member functions,3.5,sag,0.7,70,32,41,31,31,33,43
What is typically included in a class definition?,Data membersattributesand member functions.,Member functions and data members belonging to the class.,5.0,sag,1.0,100,40,52,39,39,41,54
What is typically included in a class definition?,Data membersattributesand member functions.,a public and private area that includes the functions and variables that are used in the class,4.5,sag,0.9,90,47,59,46,46,48,61
What is typically included in a class definition?,Data membersattributesand member functions.,"the keyword class followed by they class name, on the inside you declare public and private declarations of your class",3.5,sag,0.7,70,53,65,52,50,56,67
What is typically included in a class definition?,Data membersattributesand member functions.,A class definition typically includes function definitions.,3.0,sag,0.6,60,38,54,37,37,40,56
What is typically included in a class definition?,Data membersattributesand member functions.,"It begins with Class, followed by the class name, then usually a constructor, data members and member functions that delineates the class is included in any class 's definition.",5.0,sag,1.0,100,67,85,67,64,68,87
What is typically included in a class definition?,Data membersattributesand member functions.,the data and methods,4.5,sag,0.9,90,34,43,33,33,35,45
What is typically included in a class definition?,Data membersattributesand member functions.,"A constructor, functions, and variables that are accessible to by that class, and possibly other classes depending on how they are done.",4.5,sag,0.9,90,57,75,56,55,58,77
What is typically included in a class definition?,Data membersattributesand member functions.,Member functions and data members.,5.0,sag,1.0,100,36,46,35,35,37,48
What is typically included in a class definition?,Data membersattributesand member functions.,"public section and private section, and there must be a semicolon to set the end",2.5,sag,0.5,50,48,56,47,47,49,58
What is typically included in a class definition?,Data membersattributesand member functions.,member funtions and data members,5.0,sag,1.0,100,36,45,36,35,37,47
What is typically included in a class definition?,Data membersattributesand member functions.,Data members and Member functions,5.0,sag,1.0,100,35,45,34,34,36,47
What is typically included in a class definition?,Data membersattributesand member functions.,data members and member functions,5.0,sag,1.0,100,35,45,34,34,36,47
What is typically included in a class definition?,Data membersattributesand member functions.,"the class name and its public data types such as constructors, methods, functions.",3.5,sag,0.7,70,47,60,47,46,48,62
What is typically included in a class definition?,Data membersattributesand member functions.,"a constructor and several data members, and at least one public data member or method",4.5,sag,0.9,90,47,59,46,45,48,61
What is typically included in a class definition?,Data membersattributesand member functions.,"class name, two curly prenthesis, public and private",2.0,sag,0.4,40,42,52,42,41,44,54
What is typically included in a class definition?,Data membersattributesand member functions.,data members and member functions,5.0,sag,1.0,100,35,45,34,34,36,47
What is typically included in a class definition?,Data membersattributesand member functions.,Data and functions,4.5,sag,0.9,90,33,42,32,32,34,44
What is typically included in a class definition?,Data membersattributesand member functions.,functions and data members that belong to the class,5.0,sag,1.0,100,39,50,38,38,40,52
What is typically included in a class definition?,Data membersattributesand member functions.,"class variables, function definitions for the class",5.0,sag,1.0,100,38,49,37,37,40,51
What is typically included in a class definition?,Data membersattributesand member functions.,"A class is an expanded concept of a data structure, it holds both the data and the functions being executed",4.5,sag,0.9,90,51,68,50,50,52,70
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,Data members are the data components of a particular class. A member function are the functioning components of the class.,3.0,sag,0.6,60,80,99,80,81,83,101
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,A field variable is a variable that is declared as a member of a class. A local variable is avariable that isdeclared local to a method.,2.5,sag,0.5,50,92,105,91,91,93,107
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"Data members are declared inside the class, but outside of any member functions. Unlike with local variables, each object of the class keeps its own copy of the data members stored in memory.",4.5,sag,0.9,90,95,119,95,96,97,122
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,Data member are variables that represent an attribute in a class definition. Local variables declared in a function body cannot be used outside of that function body. When a function terminates the values of its local variables are lost.,4.5,sag,0.9,90,100,124,102,102,105,126
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,A local variable cannot be accessed outside the function in which it is declared. Data members normally are private. Variables of functions declared private are accessible only to member functions of the class in which they are declared.,5.0,sag,1.0,100,99,126,99,101,103,128
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"A data member is part of a C plus plus class or structure that stores data of a certain type ... A local variable inside a member function is only available inside that function, and can be used to derive a desired outcome.",4.5,sag,0.9,90,105,125,106,104,108,127
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,A local variable can only be accessed within the scope of its declaration.,3.5,sag,0.7,70,72,89,72,73,74,91
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,Data members are the atributes of the function and can be used outside the function. Local variable can not be used outside the function and the value is lost after the function terminates.,4.5,sag,0.9,90,96,110,96,96,98,112
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"data members are permanent attributes of the class, local variables inside a member function are lost when the scope of the member function ends.",4.0,sag,0.8,80,84,104,84,85,88,106
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,data members are declared in a class definition but outside the bodies of a class 's member-function definitions. Local variables are declared in a function definition 's body,4.0,sag,0.8,80,91,115,93,92,94,117
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"A data member is globally accessible, while a local variable is only accessible inside the member function.",4.5,sag,0.9,90,77,94,77,78,80,96
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,A variable inside a member function can only be accessed inside that member and a data member can be accessed throughought the program.,5.0,sag,1.0,100,84,100,83,84,86,102
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,Local variables are used only within the scope of its declaration,4.5,sag,0.9,90,69,86,69,70,71,88
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"A data member is a more general term describing all objects instantiated within a member function. Local in local variables refers more to the scope of a variable, which may be located in anything from a control structure to a class. Local variables whose scope are in a member function are the same as data members of member functions.",2.0,sag,0.4,40,122,151,123,123,124,153
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,A data member exists permanently in that program 's memory as long as it is run. A local variable inside a member function is temporal and only used to operate in the function and exists as long as the function is run.,3.5,sag,0.7,70,103,124,104,104,105,126
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"local variables can only be used within the function, where as data members can be set to public access and can be used throughout",5.0,sag,1.0,100,83,99,83,84,85,101
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"The local variable is lost once it exits the block of code, while the data member is not.",4.5,sag,0.9,90,78,93,79,79,81,95
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,Every member function can access and modify a data member. A local variable can only be used from the line of declaration to the next closing before it is lost from memory.,4.5,sag,0.9,90,92,108,92,93,95,110
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"data member is accessible to all functions in the class, where local variable is only available to the member function and value is lost when function closes",5.0,sag,1.0,100,86,101,87,87,89,103
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,Data members are variables that are declared inside the class definition but outside of the bodies of the class member functions. Local variables can only be used within the function declaration.,4.5,sag,0.9,90,91,116,91,92,93,118
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"The data member can be accessed outside of the class, whereas the local variable cannot.",4.0,sag,0.8,80,75,91,75,76,77,93
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"Local variables cannot be used outside of that function body. When a function terminates the values of its local variables are lost. Where as data members are variables in a class definition, and they exist throughout the life of the object.",5.0,sag,1.0,100,103,126,104,105,106,128
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,a local variable in a member function has to be static. a data member can change its value freely.,2.0,sag,0.4,40,79,93,79,80,82,95
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"a local variable is only useable within the function it is defined, whereas a data member is available to any method within its class",5.0,sag,1.0,100,84,100,84,85,86,102
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,Variable declared in a function defination 's body cannot be used outside of that function. Data members accessible only to member function of that class.,5.0,sag,1.0,100,87,105,89,88,90,107
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"data members local variables are declared in a function definition s body. they Cannot be used outside of that function body. When a function terminates, the values of its local variables are lost.",4.5,sag,0.9,90,95,117,97,97,99,119
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,local variable is only available in the function.,4.5,sag,0.9,90,67,79,67,68,69,81
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,local variables are accessed inside member functions only while data members can be accessed throughout the class,4.5,sag,0.9,90,75,95,75,76,77,97
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"A data member is accessible anywhere in the class, while i local variable in a member function is only accessible in that particular function, and is freed after the function exits.",5.0,sag,1.0,100,92,112,93,93,97,114
What is the difference between a data member and a local variable inside a member function?,Data members can be accessed from any member functions inside the class defintion. Local variables can only be accessed inside the member function that defines them.,"a Data member is encapsulated within a class or object, it is static and can be shared by all instances of that class. however local variable 's are only used from the function or block in which it is declared and not the whole class. other wise they would be called global variables.",4.0,sag,0.8,80,119,143,120,118,121,145
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor initializes an object or objects of a class. A function of a class performs a task such as display a line of text or do some kind of mathematical operations.,2.5,sag,0.5,50,97,123,99,96,102,125
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","all constructors are functions but not all functions are constructors. Also functions can have nearly infinite purposes, while constructors always create an instance of whichever class you are using. You can change how a constructor does something but not what it does. With functions you can change not only the how but also the what.",3.0,sag,0.6,60,125,160,131,124,132,162
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","Unlike regular functions, constructors are only used to initialize an object s data when it is created. Constructors must also be given the same name as the class and cannot return any values.",5.0,sag,1.0,100,100,127,105,99,106,130
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","A constructor typically used to intialize data members and allocate resources, for instance memory, files, etc. Also a constructor cannot return values. Functions are operations that maybe globally defined.",4.5,sag,0.9,90,102,133,105,98,109,135
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","Constructors cannot return values, so they cannot specify a return type. Normally, constructors are declared public.",4.0,sag,0.8,80,83,110,87,83,92,112
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor is a method that starts new instances of a class.Example: Employee employee 1parametersstarts a new instance of object of type Employee. A function is simply a module within a program that completes its single desired task.,3.0,sag,0.6,60,110,141,113,108,122,143
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor is called whenever a new object of that class is made.,3.5,sag,0.7,70,76,96,78,75,82,98
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor does not return any date and has no return type. Functions can return date or not return data can have a return type.,4.0,sag,0.8,80,89,109,91,88,95,111
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","A constructor is automatically called whenever an instance of a class is created, a function must be explicitly called by the user.",4.0,sag,0.8,80,86,114,88,85,93,116
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","constructors cannot return values, so they cannot specify a return type like functions can.",4.0,sag,0.8,80,78,102,81,78,85,104
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor is a function used to initialize an object 's data when it is created.,3.5,sag,0.7,70,81,101,84,79,86,103
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",a constructor initialises everything so that nothing is left empty or with random varioubles and a function modifies those variables with data.,2.5,sag,0.5,50,90,113,94,88,94,115
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor initialized values at the execution of its instantiation. It provides default values.,3.5,sag,0.7,70,80,104,83,78,85,106
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","A constructor sets up the default values of variables when an object is instantiated, whereas a function allows interaction with that object.",4.0,sag,0.8,80,87,112,90,86,92,114
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","A constructor is used to create an object that can be employed in the main function of a program. This may or may not execute code along with it. A function is a set of code that executes when called, but does not create a new object.",3.0,sag,0.6,60,114,137,116,112,122,139
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",a constructor initializes data members but the functions actually perform tasks. Constructors cant return values either.,4.0,sag,0.8,80,83,111,85,81,89,113
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","a constructor does not need a type, and it is used to initialize the variables.",3.5,sag,0.7,70,80,101,82,78,85,103
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",Constructors do not have a return type.,4.0,sag,0.8,80,70,88,73,70,76,90
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",constructor creates the class object into memory where functions perform actions against that object,3.0,sag,0.6,60,76,98,78,75,81,100
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",constructors cannot return values,4.0,sag,0.8,80,66,86,69,66,71,88
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor initializes values and a function usual performs some sort of operation.,2.5,sag,0.5,50,77,101,79,76,82,103
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor is a function used to initialize an object 's data when it is created. It is call is made implicitly when the object is created and must be defined with the same name as the class. Constructor also cannot return a value like a function can.,5.0,sag,1.0,100,117,144,120,114,123,146
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor is used to create an instance of a class and has the same name as that class. A function cannot have the same name as a class and computes data.,4.0,sag,0.8,80,97,120,99,96,103,122
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","a constructor is a function that initializes a class instance, a function performs whatever task it is written for",3.0,sag,0.6,60,83,106,85,82,88,108
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","A constructor cannot return values, not even void, but function get a return value.",4.0,sag,0.8,80,79,100,81,78,84,102
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","a constructor cannot return values, its not even void. it is used to initialize an object 's data when it is created. whereas, a function is created to do a specific task, and it can return values.",5.0,sag,1.0,100,107,134,110,105,112,136
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",A constructor initializes an object. A function is part of an object.,2.5,sag,0.5,50,77,97,79,76,82,99
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.",constructors initialize the data that is then used in the calculations of a function,2.5,sag,0.5,50,77,98,80,76,83,100
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","a constructor is called when the class is created, a function can be called any time.",3.5,sag,0.7,70,80,101,82,79,85,103
What is the difference between a constructor and a function?,"A constructor is called whenever an object is created, whereas a function needs to be called explicitely. Constructors do not have return type, but functions have to indicate a return type.","constructor is a special block of statements called when an object is created, either when it is declared statically or constructed on the stack. However a function is a portion of code within a larger program, which performs a specific task and independent to the rest of the code.",4.0,sag,0.8,80,116,151,118,114,122,153
When does C plus plus create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",The compiler creates a default constructor when we do not define one in our class file,5.0,sag,1.0,100,73,90,73,69,78,92
When does C plus plus create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",during compilation,3.5,sag,0.7,70,58,74,58,55,62,76
When does C plus plus create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",When the class does not explicitly include a constructor.,5.0,sag,1.0,100,67,86,67,63,72,88
When does C plus plus create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",When no parameters are set is when a default constructor is used.,3.0,sag,0.6,60,70,85,70,66,74,87
When does C plus plus create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",When a class does not explicitly include a constructor.,5.0,sag,1.0,100,67,86,67,63,72,88
When does C plus plus create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",When there are no arguments passed.,1.5,sag,0.3,30,63,78,63,60,67,80
When does C plus plus create a default constructor?,"If no constructor is provided, the compiler provides one by default. If a constructor is defined for a class, the compiler does not create a default constructor.",when there is not one already for a specific class,5.0,sag,1.0,100,66,81,66,63,70,83
